"Time","avgCpuUtilization"
1703334180000,0.05771510843267935
1703334185000,0.05501950728388272
1703334190000,0.05501950728388272
1703334195000,0.05501950728388272
1703334200000,0.05501950728388272
1703334205000,0.054957633035420894
1703334210000,0.054957633035420894
1703334215000,0.054957633035420894
1703334220000,0.054957633035420894
1703334225000,0.05743059730138822
1703334230000,0.05743059730138822
1703334235000,0.05743059730138822
1703334240000,0.05743059730138822
1703334245000,0.057808952772339106
1703334250000,0.057808952772339106
1703334255000,0.057808952772339106
1703334260000,0.057808952772339106
1703334265000,0.05793320843669203
1703334270000,0.05793320843669203
1703334275000,0.05793320843669203
1703334280000,0.05793320843669203
1703334285000,0.0570544960411179
1703334290000,0.0570544960411179
1703334295000,0.0570544960411179
1703334300000,0.0570544960411179
1703334305000,0.0573420688826114
1703334310000,0.0573420688826114
1703334315000,0.0573420688826114
1703334320000,0.0573420688826114
1703334325000,0.05726406936206219
1703334330000,0.05726406936206219
1703334335000,0.05726406936206219
1703334340000,0.05726406936206219
1703334345000,0.0567540348084109
1703334350000,0.0567540348084109
1703334355000,0.0567540348084109
1703334360000,0.0567540348084109
1703334365000,0.05526333405769923
1703334370000,0.05526333405769923
1703334375000,0.05526333405769923
1703334380000,0.05526333405769923
1703334385000,0.05028332910566269
1703334390000,0.05028332910566269
1703334395000,0.05028332910566269
1703334400000,0.05028332910566269
1703334405000,0.05684873001447366
1703334410000,0.05684873001447366
1703334415000,0.05684873001447366
1703334420000,0.05684873001447366
1703334425000,0.057286419497875385
1703334430000,0.057286419497875385
1703334435000,0.057286419497875385
1703334440000,0.057286419497875385
1703334445000,0.05758234388136485
1703334450000,0.05758234388136485
1703334455000,0.05758234388136485
1703334460000,0.05758234388136485
1703334465000,0.057043289274277376
1703334470000,0.057043289274277376
1703334475000,0.057043289274277376
1703334480000,0.057043289274277376
1703334485000,0.05481729258272583
1703334490000,0.05481729258272583
1703334495000,0.05481729258272583
1703334500000,0.05481729258272583
1703334505000,0.05522601003323313
1703334510000,0.05522601003323313
1703334515000,0.05522601003323313
1703334520000,0.05522601003323313
1703334525000,0.05566294152492923
1703334530000,0.05566294152492923
1703334535000,0.05566294152492923
1703334540000,0.05566294152492923
1703334545000,0.05675641695197153
1703334550000,0.05675641695197153
1703334555000,0.05675641695197153
1703334560000,0.05675641695197153
1703334565000,0.05955793869924603
1703334570000,0.05955793869924603
1703334575000,0.05955793869924603
1703334580000,0.05955793869924603
1703334585000,0.07820923172975319
1703334590000,0.07820923172975319
1703334595000,0.07820923172975319
1703334600000,0.07820923172975319
1703334605000,0.07385330505332655
1703334610000,0.07385330505332655
1703334615000,0.07385330505332655
1703334620000,0.07385330505332655
1703334625000,0.06900313450668871
1703334630000,0.06900313450668871
1703334635000,0.06900313450668871
1703334640000,0.06900313450668871
1703334645000,0.06955301919779283
1703334650000,0.06955301919779283
1703334655000,0.06955301919779283
1703334660000,0.06955301919779283
1703334665000,0.06349416707638883
1703334670000,0.06349416707638883
1703334675000,0.06349416707638883
1703334680000,0.06349416707638883
1703334685000,0.05776965135561829
1703334690000,0.05776965135561829
1703334695000,0.05776965135561829
1703334700000,0.05776965135561829
1703334705000,0.060441568150152614
1703334710000,0.060441568150152614
1703334715000,0.060441568150152614
1703334720000,0.060441568150152614
1703334725000,0.06416836070671483
1703334730000,0.06416836070671483
1703334735000,0.06416836070671483
1703334740000,0.06416836070671483
1703334745000,0.06135651220947008
1703334750000,0.06135651220947008
1703334755000,0.06135651220947008
1703334760000,0.06135651220947008
1703334765000,0.06288251830781943
1703334770000,0.06288251830781943
1703334775000,0.06288251830781943
1703334780000,0.06288251830781943
1703334785000,0.07713331979265092
1703334790000,0.07713331979265092
1703334795000,0.07713331979265092
1703334800000,0.07713331979265092
1703334805000,0.07367585081044803
1703334810000,0.07367585081044803
1703334815000,0.07367585081044803
1703334820000,0.07367585081044803
1703334825000,0.07625330819843368
1703334830000,0.07625330819843368
1703334835000,0.07625330819843368
1703334840000,0.07625330819843368
1703334845000,0.11174873263186114
1703334850000,0.11174873263186114
1703334855000,0.11174873263186114
1703334860000,0.11174873263186114
1703334865000,0.11899702186607086
1703334870000,0.11899702186607086
1703334875000,0.11899702186607086
1703334880000,0.11899702186607086
1703334885000,0.12124954424097034
1703334890000,0.12124954424097034
1703334895000,0.12124954424097034
1703334900000,0.12124954424097034
1703334905000,0.1277846245378439
1703334910000,0.1277846245378439
1703334915000,0.1277846245378439
1703334920000,0.1277846245378439
1703334925000,0.13868659270566963
1703334930000,0.13868659270566963
1703334935000,0.13868659270566963
1703334940000,0.13868659270566963
1703334945000,0.08942211746240591
1703334950000,0.08942211746240591
1703334955000,0.08942211746240591
1703334960000,0.08942211746240591
1703334965000,0.16819425025458568
1703334970000,0.16819425025458568
1703334975000,0.16819425025458568
1703334980000,0.16819425025458568
1703334985000,0.09569495409571044
1703334990000,0.09569495409571044
1703334995000,0.09569495409571044
1703335000000,0.09569495409571044
1703335005000,0.19581350138549147
1703335010000,0.19581350138549147
1703335015000,0.19581350138549147
1703335020000,0.19581350138549147
1703335025000,0.21240616602912643
1703335030000,0.21240616602912643
1703335035000,0.21240616602912643
1703335040000,0.21240616602912643
1703335045000,0.22343589350591253
1703335050000,0.22343589350591253
1703335055000,0.22343589350591253
1703335060000,0.22343589350591253
1703335065000,0.2256765948657392
1703335070000,0.2256765948657392
1703335075000,0.2256765948657392
1703335080000,0.2256765948657392
1703335105000,0.22639473555593048
1703335110000,0.22639473555593048
1703335115000,0.22639473555593048
1703335120000,0.22639473555593048
1703335125000,0.1581638740983743
1703335130000,0.1581638740983743
1703335135000,0.1581638740983743
1703335140000,0.1581638740983743
1703335145000,0.2048844098491791
1703335150000,0.2048844098491791
1703335155000,0.2048844098491791
1703335160000,0.2048844098491791
1703335165000,0.1923296798985369
1703335170000,0.1923296798985369
1703335175000,0.1923296798985369
1703335180000,0.1923296798985369
1703335185000,0.17803576925754294
1703335190000,0.17803576925754294
1703335195000,0.17803576925754294
1703335200000,0.17803576925754294
1703335205000,0.17405627014885172
1703335210000,0.17405627014885172
1703335215000,0.17405627014885172
1703335220000,0.17405627014885172
1703335225000,0.15530369123790733
1703335230000,0.15530369123790733
1703335235000,0.15530369123790733
1703335240000,0.15530369123790733
1703335245000,0.14475958931119892
1703335250000,0.14475958931119892
1703335255000,0.14475958931119892
1703335260000,0.14475958931119892
1703335265000,0.14171225173878388
1703335270000,0.14171225173878388
1703335275000,0.14171225173878388
1703335280000,0.14171225173878388
1703335285000,0.11929929150440799
1703335290000,0.11929929150440799
1703335295000,0.11929929150440799
1703335300000,0.11929929150440799
1703335305000,0.11755534336704843
1703335310000,0.11755534336704843
1703335315000,0.11755534336704843
1703335320000,0.11755534336704843
1703335325000,0.11718461935540042
1703335330000,0.11718461935540042
1703335335000,0.11718461935540042
1703335340000,0.11718461935540042
1703335345000,0.12502451731480113
1703335350000,0.12502451731480113
1703335355000,0.12502451731480113
1703335360000,0.12502451731480113
1703335365000,0.12118017734837383
1703335370000,0.12118017734837383
1703335375000,0.12118017734837383
1703335380000,0.12118017734837383
1703335385000,0.09382948182546362
1703335390000,0.09382948182546362
1703335395000,0.09382948182546362
1703335400000,0.09382948182546362
1703335405000,0.08897486987358223
1703335410000,0.08897486987358223
1703335415000,0.08897486987358223
1703335420000,0.08897486987358223
1703335425000,0.13063545041948987
1703335430000,0.13063545041948987
1703335435000,0.13063545041948987
1703335440000,0.13063545041948987
1703335445000,0.09802825420806624
1703335450000,0.09802825420806624
1703335455000,0.09802825420806624
1703335460000,0.09802825420806624
1703335465000,0.09345358310217862
1703335470000,0.09345358310217862
1703335475000,0.09345358310217862
1703335480000,0.09345358310217862
1703335485000,0.09105427475597823
1703335490000,0.09105427475597823
1703335495000,0.09105427475597823
1703335500000,0.09105427475597823
1703335505000,0.0889304729593036
1703335510000,0.0889304729593036
1703335515000,0.0889304729593036
1703335520000,0.0889304729593036
1703335525000,0.09026890750272001
1703335530000,0.09026890750272001
1703335535000,0.09026890750272001
1703335540000,0.09026890750272001
1703335545000,0.0914573215883339
1703335550000,0.0914573215883339
1703335555000,0.0914573215883339
1703335560000,0.0914573215883339
1703335565000,0.11643640505650525
1703335570000,0.11643640505650525
1703335575000,0.11643640505650525
1703335580000,0.11643640505650525
1703335585000,0.10139811064454411
1703335590000,0.10139811064454411
1703335595000,0.10139811064454411
1703335600000,0.10139811064454411
1703335605000,0.09663140801620179
1703335610000,0.09663140801620179
1703335615000,0.09663140801620179
1703335620000,0.09663140801620179
1703335625000,0.09413284001761107
1703335630000,0.09413284001761107
1703335635000,0.09413284001761107
1703335640000,0.09413284001761107
1703335645000,0.0927421093977594
1703335650000,0.0927421093977594
1703335655000,0.0927421093977594
1703335660000,0.0927421093977594
1703335665000,0.09202009256049554
1703335670000,0.09202009256049554
1703335675000,0.09202009256049554
1703335680000,0.09202009256049554
1703335685000,0.08789094339121695
1703335690000,0.08789094339121695
1703335695000,0.08789094339121695
1703335700000,0.08789094339121695
1703335705000,0.08650076367637125
1703335710000,0.08650076367637125
1703335715000,0.08650076367637125
1703335720000,0.08650076367637125
1703335725000,0.08912714318683451
1703335730000,0.08912714318683451
1703335735000,0.08912714318683451
1703335740000,0.08912714318683451
1703335745000,0.0890554569955872
1703335750000,0.0890554569955872
1703335755000,0.0890554569955872
1703335760000,0.0890554569955872
1703335765000,0.08609315413326624
1703335770000,0.08609315413326624
1703335775000,0.08609315413326624
1703335780000,0.08609315413326624
1703335785000,0.09544988838198554
1703335790000,0.09544988838198554
1703335795000,0.09544988838198554
1703335800000,0.09544988838198554
1703335805000,0.1043159606802932
1703335810000,0.1043159606802932
1703335815000,0.1043159606802932
1703335820000,0.1043159606802932
1703335825000,0.10965683041427221
1703335830000,0.10965683041427221
1703335835000,0.10965683041427221
1703335840000,0.10965683041427221
1703335845000,0.118693928006465
1703335850000,0.118693928006465
1703335855000,0.118693928006465
1703335860000,0.118693928006465
1703335865000,0.12755586066977304
1703335870000,0.12755586066977304
1703335875000,0.12755586066977304
1703335880000,0.12755586066977304
1703335885000,0.11383782619757654
1703335890000,0.11383782619757654
1703335895000,0.11383782619757654
1703335900000,0.11383782619757654
1703335905000,0.14249321357902972
1703335910000,0.14249321357902972
1703335915000,0.14249321357902972
1703335920000,0.14249321357902972
1703335925000,0.1515067413898019
1703335930000,0.1515067413898019
1703335935000,0.1515067413898019
1703335940000,0.1515067413898019
1703335945000,0.16012525827886825
1703335950000,0.16012525827886825
1703335955000,0.16012525827886825
1703335960000,0.16012525827886825
1703335965000,0.16747693470093522
1703335970000,0.16747693470093522
1703335975000,0.16747693470093522
1703335980000,0.16747693470093522
1703335985000,0.13189638933278613
1703335990000,0.13189638933278613
1703335995000,0.13189638933278613
1703336000000,0.13189638933278613
1703336005000,0.13407920091404535
1703336010000,0.13407920091404535
1703336015000,0.13407920091404535
1703336020000,0.13407920091404535
1703336025000,0.19172909513813552
1703336030000,0.19172909513813552
1703336035000,0.19172909513813552
1703336040000,0.19172909513813552
1703336045000,0.20183448612627697
1703336050000,0.20183448612627697
1703336055000,0.20183448612627697
1703336060000,0.20183448612627697
1703336065000,0.2024618461315716
1703336070000,0.2024618461315716
1703336075000,0.2024618461315716
1703336080000,0.2024618461315716
1703336085000,0.14998491636740457
1703336090000,0.14998491636740457
1703336095000,0.14998491636740457
1703336100000,0.14998491636740457
1703336105000,0.20407276444424344
1703336110000,0.20407276444424344
1703336115000,0.20407276444424344
1703336120000,0.20407276444424344
1703336125000,0.20422098188903526
1703336130000,0.20422098188903526
1703336135000,0.20422098188903526
1703336140000,0.20422098188903526
1703336145000,0.20453431532563898
1703336150000,0.20453431532563898
1703336155000,0.20453431532563898
1703336160000,0.20453431532563898
1703336165000,0.20145594207903017
1703336170000,0.20145594207903017
1703336175000,0.20145594207903017
1703336180000,0.20145594207903017
1703336185000,0.20064138967815853
1703336190000,0.20064138967815853
1703336195000,0.20064138967815853
1703336200000,0.20064138967815853
1703336205000,0.20636993523413422
1703336210000,0.20636993523413422
1703336215000,0.20636993523413422
1703336220000,0.20636993523413422
1703336225000,0.179355744489757
1703336230000,0.179355744489757
1703336235000,0.179355744489757
1703336240000,0.179355744489757
1703336245000,0.20636865023157253
1703336250000,0.20636865023157253
1703336255000,0.20636865023157253
1703336260000,0.20636865023157253
1703336265000,0.20587069523906937
1703336270000,0.20587069523906937
1703336275000,0.20587069523906937
1703336280000,0.20587069523906937
1703336305000,0.19625753716306288
1703336310000,0.19625753716306288
1703336315000,0.19625753716306288
1703336320000,0.19625753716306288
1703336325000,0.197641146388354
1703336330000,0.197641146388354
1703336335000,0.197641146388354
1703336340000,0.197641146388354
1703336345000,0.19657513181270259
1703336350000,0.19657513181270259
1703336355000,0.19657513181270259
1703336360000,0.19657513181270259
1703336365000,0.18291889408518958
1703336370000,0.18291889408518958
1703336375000,0.18291889408518958
1703336380000,0.18291889408518958
1703336385000,0.1764380343688673
1703336390000,0.1764380343688673
1703336395000,0.1764380343688673
1703336400000,0.1764380343688673
1703336405000,0.17195251679258822
1703336410000,0.17195251679258822
1703336415000,0.17195251679258822
1703336420000,0.17195251679258822
1703336425000,0.1640356294378092
1703336430000,0.1640356294378092
1703336435000,0.1640356294378092
1703336440000,0.1640356294378092
1703336445000,0.12655162823606447
1703336450000,0.12655162823606447
1703336455000,0.12655162823606447
1703336460000,0.12655162823606447
1703336465000,0.14073119181413685
1703336470000,0.14073119181413685
1703336475000,0.14073119181413685
1703336480000,0.14073119181413685
1703336485000,0.12955426470891615
1703336490000,0.12955426470891615
1703336495000,0.12955426470891615
1703336500000,0.12955426470891615
1703336505000,0.15229622828462958
1703336510000,0.15229622828462958
1703336515000,0.15229622828462958
1703336520000,0.15229622828462958
1703336525000,0.12061343208373046
1703336530000,0.12061343208373046
1703336535000,0.12061343208373046
1703336540000,0.12061343208373046
1703336545000,0.1396415770249261
1703336550000,0.1396415770249261
1703336555000,0.1396415770249261
1703336560000,0.1396415770249261
1703336565000,0.10594662611562959
1703336570000,0.10594662611562959
1703336575000,0.10594662611562959
1703336580000,0.10594662611562959
1703336585000,0.13187400190657514
1703336590000,0.13187400190657514
1703336595000,0.13187400190657514
1703336600000,0.13187400190657514
1703336605000,0.12786168344092058
1703336610000,0.12786168344092058
1703336615000,0.12786168344092058
1703336620000,0.12786168344092058
1703336625000,0.12330620760624622
1703336630000,0.12330620760624622
1703336635000,0.12330620760624622
1703336640000,0.12330620760624622
1703336645000,0.09423923952921105
1703336650000,0.09423923952921105
1703336655000,0.09423923952921105
1703336660000,0.09423923952921105
1703336665000,0.09246227174170649
1703336670000,0.09246227174170649
1703336675000,0.09246227174170649
1703336680000,0.09246227174170649
1703336685000,0.09261606736372166
1703336690000,0.09261606736372166
1703336695000,0.09261606736372166
1703336700000,0.09261606736372166
1703336705000,0.09694686159502723
1703336710000,0.09694686159502723
1703336715000,0.09694686159502723
1703336720000,0.09694686159502723
1703336725000,0.09772009328018587
1703336730000,0.09772009328018587
1703336735000,0.09772009328018587
1703336740000,0.09772009328018587
1703336745000,0.10125939399118415
1703336750000,0.10125939399118415
1703336755000,0.10125939399118415
1703336760000,0.10125939399118415
1703336765000,0.10737652667199131
1703336770000,0.10737652667199131
1703336775000,0.10737652667199131
1703336780000,0.10737652667199131
1703336785000,0.11606223843110641
1703336790000,0.11606223843110641
1703336795000,0.11606223843110641
1703336800000,0.11606223843110641
1703336805000,0.12415908021984176
1703336810000,0.12415908021984176
1703336815000,0.12415908021984176
1703336820000,0.12415908021984176
1703336825000,0.1321712968605013
1703336830000,0.1321712968605013
1703336835000,0.1321712968605013
1703336840000,0.1321712968605013
1703336845000,0.14409153975120922
1703336850000,0.14409153975120922
1703336855000,0.14409153975120922
1703336860000,0.14409153975120922
1703336865000,0.14849580815987276
1703336870000,0.14849580815987276
1703336875000,0.14849580815987276
1703336880000,0.14849580815987276
1703336885000,0.1563869141825863
1703336890000,0.1563869141825863
1703336895000,0.1563869141825863
1703336900000,0.1563869141825863
1703336905000,0.16654716812806702
1703336910000,0.16654716812806702
1703336915000,0.16654716812806702
1703336920000,0.16654716812806702
1703336925000,0.17033362615376144
1703336930000,0.17033362615376144
1703336935000,0.17033362615376144
1703336940000,0.17033362615376144
1703336945000,0.13328469612471713
1703336950000,0.13328469612471713
1703336955000,0.13328469612471713
1703336960000,0.13328469612471713
1703336965000,0.1379748708330583
1703336970000,0.1379748708330583
1703336975000,0.1379748708330583
1703336980000,0.1379748708330583
1703336985000,0.18766971936602747
1703336990000,0.18766971936602747
1703336995000,0.18766971936602747
1703337000000,0.18766971936602747
1703337005000,0.18944419211945998
1703337010000,0.18944419211945998
1703337015000,0.18944419211945998
1703337020000,0.18944419211945998
1703337025000,0.18963165238241547
1703337030000,0.18963165238241547
1703337035000,0.18963165238241547
1703337040000,0.18963165238241547
1703337045000,0.18839167222541586
1703337050000,0.18839167222541586
1703337055000,0.18839167222541586
1703337060000,0.18839167222541586
1703337065000,0.18579020872261945
1703337070000,0.18579020872261945
1703337075000,0.18579020872261945
1703337080000,0.18579020872261945
1703337085000,0.17822355372257345
1703337090000,0.17822355372257345
1703337095000,0.17822355372257345
1703337100000,0.17822355372257345
1703337105000,0.17567793482470018
1703337110000,0.17567793482470018
1703337115000,0.17567793482470018
1703337120000,0.17567793482470018
1703337125000,0.16728919865074698
1703337130000,0.16728919865074698
1703337135000,0.16728919865074698
1703337140000,0.16728919865074698
1703337145000,0.15742997265272798
1703337150000,0.15742997265272798
1703337155000,0.15742997265272798
1703337160000,0.15742997265272798
1703337165000,0.15121751348233842
1703337170000,0.15121751348233842
1703337175000,0.15121751348233842
1703337180000,0.15121751348233842
1703337185000,0.144773965849345
1703337190000,0.144773965849345
1703337195000,0.144773965849345
1703337200000,0.144773965849345
1703337205000,0.15139732876016046
1703337210000,0.15139732876016046
1703337215000,0.15139732876016046
1703337220000,0.15139732876016046
1703337225000,0.15114839477204214
1703337230000,0.15114839477204214
1703337235000,0.15114839477204214
1703337240000,0.15114839477204214
1703337245000,0.11587142845070639
1703337250000,0.11587142845070639
1703337255000,0.11587142845070639
1703337260000,0.11587142845070639
1703337265000,0.10750428279814588
1703337270000,0.10750428279814588
1703337275000,0.10750428279814588
1703337280000,0.10750428279814588
1703337285000,0.14641340007348638
1703337290000,0.14641340007348638
1703337295000,0.14641340007348638
1703337300000,0.14641340007348638
1703337305000,0.09505214614735132
1703337310000,0.09505214614735132
1703337315000,0.09505214614735132
1703337320000,0.09505214614735132
1703337325000,0.13819267480187275
1703337330000,0.13819267480187275
1703337335000,0.13819267480187275
1703337340000,0.13819267480187275
1703337345000,0.07999797941215514
1703337350000,0.07999797941215514
1703337355000,0.07999797941215514
1703337360000,0.07999797941215514
1703337365000,0.13063698243252217
1703337370000,0.13063698243252217
1703337375000,0.13063698243252217
1703337380000,0.13063698243252217
1703337385000,0.0725918733127016
1703337390000,0.0725918733127016
1703337395000,0.0725918733127016
1703337400000,0.0725918733127016
1703337405000,0.07592461912499526
1703337410000,0.07592461912499526
1703337415000,0.07592461912499526
1703337420000,0.07592461912499526
1703337425000,0.07567722832348056
1703337430000,0.07567722832348056
1703337435000,0.07567722832348056
1703337440000,0.07567722832348056
1703337445000,0.1144756425152913
1703337450000,0.1144756425152913
1703337455000,0.1144756425152913
1703337460000,0.1144756425152913
1703337465000,0.07625387603518649
1703337470000,0.07625387603518649
1703337475000,0.07625387603518649
1703337480000,0.07625387603518649

